Region,Region name,Year,Category,Symbol,Value,Label,Unit
HR,Croatia,2005,Pulses,B,0.3617554304,Symbiotic fixation,Gg N
HR,Croatia,2005,Temporary grassland,B,1.1509118528728854,Symbiotic fixation,Gg N
HR,Croatia,2006,Forage legumes,B,9.795025058719311,Symbiotic fixation,Gg N
HR,Croatia,2006,Oilseeds,B,11.578882928219176,Symbiotic fixation,Gg N
HR,Croatia,2006,Other forage crops,B,0.20931072219399818,Symbiotic fixation,Gg N
HR,Croatia,2006,Pulses,B,0.29643843840000006,Symbiotic fixation,Gg N
HR,Croatia,2006,Temporary grassland,B,1.2608012887802253,Symbiotic fixation,Gg N
HR,Croatia,2007,Forage legumes,B,9.590083963856461,Symbiotic fixation,Gg N
HR,Croatia,2007,Oilseeds,B,6.024057836712328,Symbiotic fixation,Gg N
HR,Croatia,2007,Other forage crops,B,0.20338751946524442,Symbiotic fixation,Gg N
HR,Croatia,2007,Pulses,B,0.24864020480000001,Symbiotic fixation,Gg N
HR,Croatia,2007,Temporary grassland,B,1.3854782716098841,Symbiotic fixation,Gg N
HR,Croatia,2008,Forage legumes,B,10.990901006216298,Symbiotic fixation,Gg N
HR,Croatia,2008,Oilseeds,B,7.148687763287671,Symbiotic fixation,Gg N
HR,Croatia,2008,Other forage crops,B,0.18094233611886257,Symbiotic fixation,Gg N
HR,Croatia,2008,Pulses,B,0.29251545856000005,Symbiotic fixation,Gg N
HR,Croatia,2008,Temporary grassland,B,1.4396595928968725,Symbiotic fixation,Gg N
HR,Croatia,2009,Forage legumes,B,11.099983809982849,Symbiotic fixation,Gg N
HR,Croatia,2009,Oilseeds,B,7.653877295342465,Symbiotic fixation,Gg N
HR,Croatia,2009,Other forage crops,B,0.3196591411284498,Symbiotic fixation,Gg N
HR,Croatia,2009,Pulses,B,0.2878011690666667,Symbiotic fixation,Gg N
HR,Croatia,2009,Temporary grassland,B,1.5782260089233424,Symbiotic fixation,Gg N
HR,Croatia,2010,Forage legumes,B,10.644707310217584,Symbiotic fixation,Gg N
HR,Croatia,2010,Oilseeds,B,10.207473797260272,Symbiotic fixation,Gg N
HR,Croatia,2010,Other forage crops,B,0.4186375949066843,Symbiotic fixation,Gg N
HR,Croatia,2010,Pulses,B,0.23343559338666667,Symbiotic fixation,Gg N
HR,Croatia,2010,Temporary grassland,B,1.5838632390283334,Symbiotic fixation,Gg N
HR,Croatia,2011,Forage legumes,B,10.487646038790093,Symbiotic fixation,Gg N
HR,Croatia,2011,Oilseeds,B,9.788155186849313,Symbiotic fixation,Gg N
HR,Croatia,2011,Other forage crops,B,0.3460046747379374,Symbiotic fixation,Gg N
HR,Croatia,2011,Pulses,B,0.24579254613333335,Symbiotic fixation,Gg N
HR,Croatia,2011,Temporary grassland,B,1.5606731071810869,Symbiotic fixation,Gg N
HR,Croatia,2012,Forage legumes,B,10.165211671269473,Symbiotic fixation,Gg N
HR,Croatia,2012,Oilseeds,B,6.428222755068493,Symbiotic fixation,Gg N
HR,Croatia,2012,Other forage crops,B,0.45328853275137726,Symbiotic fixation,Gg N
HR,Croatia,2012,Pulses,B,0.11193108992000002,Symbiotic fixation,Gg N
HR,Croatia,2012,Temporary grassland,B,1.6004386588553852,Symbiotic fixation,Gg N
HR,Croatia,2013,Forage legumes,B,9.738058018373469,Symbiotic fixation,Gg N
HR,Croatia,2013,Oilseeds,B,7.3984578279452045,Symbiotic fixation,Gg N
HR,Croatia,2013,Other forage crops,B,0.7954534216712885,Symbiotic fixation,Gg N
HR,Croatia,2013,Pulses,B,0.10876490837333334,Symbiotic fixation,Gg N
HR,Croatia,2013,Temporary grassland,B,1.1400968927085116,Symbiotic fixation,Gg N
HR,Croatia,2014,Forage legumes,B,11.814170618179169,Symbiotic fixation,Gg N
HR,Croatia,2014,Oilseeds,B,8.73490712547945,Symbiotic fixation,Gg N
HR,Croatia,2014,Other forage crops,B,0.6557110587250252,Symbiotic fixation,Gg N
HR,Croatia,2014,Pulses,B,0.12329287082666669,Symbiotic fixation,Gg N
HR,Croatia,2014,Temporary grassland,B,0.8868350880249479,Symbiotic fixation,Gg N
HR,Croatia,2015,Forage legumes,B,9.802962586948675,Symbiotic fixation,Gg N
HR,Croatia,2015,Oilseeds,B,13.055503877260273,Symbiotic fixation,Gg N
HR,Croatia,2015,Other forage crops,B,0.6038032916624088,Symbiotic fixation,Gg N
HR,Croatia,2015,Pulses,B,0.09870890154666669,Symbiotic fixation,Gg N
HR,Croatia,2015,Temporary grassland,B,0.8429904291275861,Symbiotic fixation,Gg N
HR,Croatia,2016,Forage legumes,B,10.04016004972587,Symbiotic fixation,Gg N
HR,Croatia,2016,Oilseeds,B,16.222093808219174,Symbiotic fixation,Gg N
HR,Croatia,2016,Other forage crops,B,0.7878707531473622,Symbiotic fixation,Gg N
HR,Croatia,2016,Pulses,B,0.2243936170666667,Symbiotic fixation,Gg N
HR,Croatia,2016,Temporary grassland,B,0.7872739599609505,Symbiotic fixation,Gg N
HR,Croatia,2017,Forage legumes,B,10.579520839464198,Symbiotic fixation,Gg N
HR,Croatia,2017,Oilseeds,B,13.808801884931505,Symbiotic fixation,Gg N
HR,Croatia,2017,Other forage crops,B,0.3630999987689827,Symbiotic fixation,Gg N
HR,Croatia,2017,Pulses,B,0.1445479082666667,Symbiotic fixation,Gg N
HR,Croatia,2017,Temporary grassland,B,1.0167357509185502,Symbiotic fixation,Gg N
HR,Croatia,2018,Forage legumes,B,10.172871234667598,Symbiotic fixation,Gg N
HR,Croatia,2018,Oilseeds,B,16.296200679452053,Symbiotic fixation,Gg N
HR,Croatia,2018,Other forage crops,B,0.38959896230600455,Symbiotic fixation,Gg N
HR,Croatia,2018,Pulses,B,0.2015941546666667,Symbiotic fixation,Gg N
HR,Croatia,2018,Temporary grassland,B,0.8602592762961928,Symbiotic fixation,Gg N
HR,Croatia,2019,Forage legumes,B,11.815681088971418,Symbiotic fixation,Gg N
HR,Croatia,2019,Oilseeds,B,16.23571883835616,Symbiotic fixation,Gg N
HR,Croatia,2019,Other forage crops,B,0.2946662134590661,Symbiotic fixation,Gg N
HR,Croatia,2019,Pulses,B,0.21680145066666667,Symbiotic fixation,Gg N
HR,Croatia,2019,Temporary grassland,B,0.9428314344920907,Symbiotic fixation,Gg N
HU,Hungary,1961,Forage legumes,B,58.927516142852234,Symbiotic fixation,Gg N
HU,Hungary,1961,Oilseeds,B,0.04074216328767123,Symbiotic fixation,Gg N
HU,Hungary,1961,Other forage crops,B,6.490856171189125,Symbiotic fixation,Gg N
HU,Hungary,1961,Pulses,B,4.778179450026667,Symbiotic fixation,Gg N
HU,Hungary,1961,Temporary grassland,B,0.1761279657490724,Symbiotic fixation,Gg N
HU,Hungary,1962,Forage legumes,B,57.66073578684623,Symbiotic fixation,Gg N
HU,Hungary,1962,Oilseeds,B,0.2233840306849315,Symbiotic fixation,Gg N
HU,Hungary,1962,Other forage crops,B,6.351320524185275,Symbiotic fixation,Gg N
HU,Hungary,1962,Pulses,B,5.881698478933335,Symbiotic fixation,Gg N
HU,Hungary,1962,Temporary grassland,B,0.17732611517593683,Symbiotic fixation,Gg N
HU,Hungary,1963,Forage legumes,B,56.37141964958673,Symbiotic fixation,Gg N
HU,Hungary,1963,Oilseeds,B,0.15492656219178078,Symbiotic fixation,Gg N
HU,Hungary,1963,Other forage crops,B,6.209302564598161,Symbiotic fixation,Gg N
HU,Hungary,1963,Pulses,B,6.095694558720002,Symbiotic fixation,Gg N
HU,Hungary,1963,Temporary grassland,B,0.17852426460280127,Symbiotic fixation,Gg N
HU,Hungary,1964,Forage legumes,B,55.05956773107369,Symbiotic fixation,Gg N
HU,Hungary,1964,Oilseeds,B,0.0692550312328767,Symbiotic fixation,Gg N
HU,Hungary,1964,Other forage crops,B,6.064802292427782,Symbiotic fixation,Gg N
HU,Hungary,1964,Pulses,B,4.612342935893334,Symbiotic fixation,Gg N
HU,Hungary,1964,Temporary grassland,B,0.1797224140296657,Symbiotic fixation,Gg N
HU,Hungary,1965,Forage legumes,B,53.72518003130716,Symbiotic fixation,Gg N
HU,Hungary,1965,Oilseeds,B,0.07384101698630136,Symbiotic fixation,Gg N
HU,Hungary,1965,Other forage crops,B,5.917819707674139,Symbiotic fixation,Gg N
HU,Hungary,1965,Pulses,B,7.229220743680002,Symbiotic fixation,Gg N
HU,Hungary,1965,Temporary grassland,B,0.18092056345653015,Symbiotic fixation,Gg N
HU,Hungary,1966,Forage legumes,B,58.362774363722025,Symbiotic fixation,Gg N
HU,Hungary,1966,Oilseeds,B,0.0487177906849315,Symbiotic fixation,Gg N
HU,Hungary,1966,Other forage crops,B,6.428649957485679,Symbiotic fixation,Gg N
HU,Hungary,1966,Pulses,B,6.196299510613334,Symbiotic fixation,Gg N
HU,Hungary,1966,Temporary grassland,B,0.18211871288339457,Symbiotic fixation,Gg N
HU,Hungary,1967,Forage legumes,B,56.310671021859854,Symbiotic fixation,Gg N
HU,Hungary,1967,Oilseeds,B,0.015486009863013697,Symbiotic fixation,Gg N
HU,Hungary,1967,Other forage crops,B,6.2026111132867525,Symbiotic fixation,Gg N
HU,Hungary,1967,Pulses,B,6.915388768426669,Symbiotic fixation,Gg N
HU,Hungary,1967,Temporary grassland,B,0.18331686231025904,Symbiotic fixation,Gg N
HU,Hungary,1968,Forage legumes,B,64.78914633313464,Symbiotic fixation,Gg N
HU,Hungary,1968,Oilseeds,B,0.017413453150684932,Symbiotic fixation,Gg N
HU,Hungary,1968,Other forage crops,B,7.136513768593867,Symbiotic fixation,Gg N
HU,Hungary,1968,Pulses,B,3.4630505284266673,Symbiotic fixation,Gg N
HU,Hungary,1968,Temporary grassland,B,0.18451501173712345,Symbiotic fixation,Gg N
HU,Hungary,1969,Forage legumes,B,64.73525642144145,Symbiotic fixation,Gg N
HU,Hungary,1969,Oilseeds,B,0.01993906849315068,Symbiotic fixation,Gg N
HU,Hungary,1969,Other forage crops,B,7.130577803720843,Symbiotic fixation,Gg N
HU,Hungary,1969,Pulses,B,6.280871201280001,Symbiotic fixation,Gg N
HU,Hungary,1969,Temporary grassland,B,0.1857131611639879,Symbiotic fixation,Gg N
HU,Hungary,1970,Forage legumes,B,64.48417842378001,Symbiotic fixation,Gg N
HU,Hungary,1970,Other forage crops,B,7.1029216037442495,Symbiotic fixation,Gg N
HU,Hungary,1970,Pulses,B,5.816983266986667,Symbiotic fixation,Gg N
HU,Hungary,1970,Temporary grassland,B,0.1869113105908523,Symbiotic fixation,Gg N
HU,Hungary,1971,Forage legumes,B,63.166937514097654,Symbiotic fixation,Gg N
HU,Hungary,1971,Other forage crops,B,6.9578277350865685,Symbiotic fixation,Gg N
HU,Hungary,1971,Pulses,B,5.597794453333334,Symbiotic fixation,Gg N
HU,Hungary,1971,Temporary grassland,B,0.18810946001771672,Symbiotic fixation,Gg N
HU,Hungary,1972,Forage legumes,B,67.5363070587669,Symbiotic fixation,Gg N
HU,Hungary,1972,Other forage crops,B,7.439113068825555,Symbiotic fixation,Gg N
HU,Hungary,1972,Pulses,B,4.2290910771200005,Symbiotic fixation,Gg N
HU,Hungary,1972,Temporary grassland,B,0.1893076094445812,Symbiotic fixation,Gg N
HU,Hungary,1973,Forage legumes,B,67.76901349562384,Symbiotic fixation,Gg N
HU,Hungary,1973,Oilseeds,B,0.7975627397260273,Symbiotic fixation,Gg N
HU,Hungary,1973,Other forage crops,B,7.464745644413616,Symbiotic fixation,Gg N
HU,Hungary,1973,Pulses,B,3.750623130453334,Symbiotic fixation,Gg N
HU,Hungary,1973,Temporary grassland,B,0.1905057588714456,Symbiotic fixation,Gg N
HU,Hungary,1974,Forage legumes,B,66.23560055380861,Symbiotic fixation,Gg N
HU,Hungary,1974,Oilseeds,B,1.2628076712328766,Symbiotic fixation,Gg N
HU,Hungary,1974,Other forage crops,B,7.2958404621175506,Symbiotic fixation,Gg N
HU,Hungary,1974,Pulses,B,6.193167274666669,Symbiotic fixation,Gg N
HU,Hungary,1974,Temporary grassland,B,0.19170390829831008,Symbiotic fixation,Gg N
HU,Hungary,1975,Forage legumes,B,63.88893985371435,Symbiotic fixation,Gg N
HU,Hungary,1975,Oilseeds,B,2.552200767123287,Symbiotic fixation,Gg N
HU,Hungary,1975,Other forage crops,B,7.037356173555841,Symbiotic fixation,Gg N
HU,Hungary,1975,Pulses,B,5.742948667733334,Symbiotic fixation,Gg N
HU,Hungary,1975,Temporary grassland,B,0.1929020577251745,Symbiotic fixation,Gg N
HU,Hungary,1976,Forage legumes,B,65.57544913556704,Symbiotic fixation,Gg N
HU,Hungary,1976,Oilseeds,B,2.7823640810958903,Symbiotic fixation,Gg N
HU,Hungary,1976,Other forage crops,B,7.223124892422999,Symbiotic fixation,Gg N
HU,Hungary,1976,Pulses,B,5.9198721920000015,Symbiotic fixation,Gg N
HU,Hungary,1976,Temporary grassland,B,0.19410020715203896,Symbiotic fixation,Gg N
HU,Hungary,1977,Forage legumes,B,66.77878636826152,Symbiotic fixation,Gg N
HU,Hungary,1977,Oilseeds,B,2.712577341369863,Symbiotic fixation,Gg N
HU,Hungary,1977,Other forage crops,B,7.355672289871786,Symbiotic fixation,Gg N
HU,Hungary,1977,Pulses,B,4.889950995626666,Symbiotic fixation,Gg N
HU,Hungary,1977,Temporary grassland,B,0.19529835657890338,Symbiotic fixation,Gg N
HU,Hungary,1978,Forage legumes,B,66.38502258168516,Symbiotic fixation,Gg N
HU,Hungary,1978,Oilseeds,B,1.8412400482191777,Symbiotic fixation,Gg N
HU,Hungary,1978,Other forage crops,B,7.312299273810938,Symbiotic fixation,Gg N
HU,Hungary,1978,Pulses,B,6.168278360746667,Symbiotic fixation,Gg N
HU,Hungary,1978,Temporary grassland,B,0.19649650600576785,Symbiotic fixation,Gg N
HU,Hungary,1979,Forage legumes,B,65.9814606293464,Symbiotic fixation,Gg N
HU,Hungary,1979,Oilseeds,B,2.33998261479452,Symbiotic fixation,Gg N
HU,Hungary,1979,Other forage crops,B,7.267846991409536,Symbiotic fixation,Gg N
HU,Hungary,1979,Pulses,B,3.3821990869333343,Symbiotic fixation,Gg N
HU,Hungary,1979,Temporary grassland,B,0.19769465543263226,Symbiotic fixation,Gg N
HU,Hungary,1980,Forage legumes,B,64.55154081339649,Symbiotic fixation,Gg N
HU,Hungary,1980,Oilseeds,B,2.474571327123287,Symbiotic fixation,Gg N
HU,Hungary,1980,Other forage crops,B,7.11034155983553,Symbiotic fixation,Gg N
HU,Hungary,1980,Pulses,B,6.509387322880002,Symbiotic fixation,Gg N
HU,Hungary,1980,Temporary grassland,B,0.19889280485949667,Symbiotic fixation,Gg N
HU,Hungary,1981,Forage legumes,B,61.25874473187069,Symbiotic fixation,Gg N
HU,Hungary,1981,Oilseeds,B,2.843510557808219,Symbiotic fixation,Gg N
HU,Hungary,1981,Other forage crops,B,6.747640615264468,Symbiotic fixation,Gg N
HU,Hungary,1981,Pulses,B,6.181260289706668,Symbiotic fixation,Gg N
HU,Hungary,1981,Temporary grassland,B,0.20009095428636114,Symbiotic fixation,Gg N
HU,Hungary,1982,Forage legumes,B,60.493875417043526,Symbiotic fixation,Gg N
HU,Hungary,1982,Oilseeds,B,3.601394551232876,Symbiotic fixation,Gg N
HU,Hungary,1982,Other forage crops,B,6.663390386555289,Symbiotic fixation,Gg N
HU,Hungary,1982,Pulses,B,6.431763730773334,Symbiotic fixation,Gg N
HU,Hungary,1982,Temporary grassland,B,0.2012891037132256,Symbiotic fixation,Gg N
HU,Hungary,1983,Forage legumes,B,59.819026750158386,Symbiotic fixation,Gg N
HU,Hungary,1983,Oilseeds,B,3.4339728394520543,Symbiotic fixation,Gg N
HU,Hungary,1983,Other forage crops,B,6.5890559173499135,Symbiotic fixation,Gg N
HU,Hungary,1983,Pulses,B,6.579011634346668,Symbiotic fixation,Gg N
HU,Hungary,1983,Temporary grassland,B,0.20248725314009,Symbiotic fixation,Gg N
HU,Hungary,1984,Forage legumes,B,60.277090999550474,Symbiotic fixation,Gg N
HU,Hungary,1984,Oilseeds,B,3.314404892054794,Symbiotic fixation,Gg N
HU,Hungary,1984,Other forage crops,B,6.639511618770621,Symbiotic fixation,Gg N
HU,Hungary,1984,Pulses,B,9.64216734208,Symbiotic fixation,Gg N
HU,Hungary,1984,Temporary grassland,B,0.20368540256695447,Symbiotic fixation,Gg N
HU,Hungary,1985,Forage legumes,B,59.89863684697788,Symbiotic fixation,Gg N
HU,Hungary,1985,Oilseeds,B,3.0430341698630134,Symbiotic fixation,Gg N
HU,Hungary,1985,Other forage crops,B,6.597824956366882,Symbiotic fixation,Gg N
HU,Hungary,1985,Pulses,B,9.23407805354667,Symbiotic fixation,Gg N
HU,Hungary,1985,Temporary grassland,B,0.20488355199381889,Symbiotic fixation,Gg N
HU,Hungary,1986,Forage legumes,B,55.71971914931524,Symbiotic fixation,Gg N
HU,Hungary,1986,Oilseeds,B,3.435833819178082,Symbiotic fixation,Gg N
HU,Hungary,1986,Other forage crops,B,6.137517862122333,Symbiotic fixation,Gg N
HU,Hungary,1986,Pulses,B,10.214446405973336,Symbiotic fixation,Gg N
HU,Hungary,1986,Temporary grassland,B,0.20608170142068336,Symbiotic fixation,Gg N
HU,Hungary,1987,Forage legumes,B,55.408015000998965,Symbiotic fixation,Gg N
HU,Hungary,1987,Oilseeds,B,4.587580878904109,Symbiotic fixation,Gg N
HU,Hungary,1987,Other forage crops,B,6.10318370166359,Symbiotic fixation,Gg N
HU,Hungary,1987,Pulses,B,11.47718519722667,Symbiotic fixation,Gg N
HU,Hungary,1987,Temporary grassland,B,0.20727985084754777,Symbiotic fixation,Gg N
HU,Hungary,1988,Forage legumes,B,55.93015263196101,Symbiotic fixation,Gg N
HU,Hungary,1988,Oilseeds,B,6.978673972602739,Symbiotic fixation,Gg N
HU,Hungary,1988,Other forage crops,B,5.730076923704439,Symbiotic fixation,Gg N
HU,Hungary,1988,Pulses,B,16.58805264896,Symbiotic fixation,Gg N
HU,Hungary,1988,Temporary grassland,B,0.20847800027441224,Symbiotic fixation,Gg N
HU,Hungary,1989,Forage legumes,B,56.454610493815046,Symbiotic fixation,Gg N
HU,Hungary,1989,Oilseeds,B,7.842700273972602,Symbiotic fixation,Gg N
HU,Hungary,1989,Other forage crops,B,5.352276061877864,Symbiotic fixation,Gg N
HU,Hungary,1989,Pulses,B,18.683912832000004,Symbiotic fixation,Gg N
HU,Hungary,1989,Temporary grassland,B,0.20967614970127665,Symbiotic fixation,Gg N
HU,Hungary,1990,Forage legumes,B,57.373170030828895,Symbiotic fixation,Gg N
HU,Hungary,1990,Oilseeds,B,3.6144214093150677,Symbiotic fixation,Gg N
HU,Hungary,1990,Other forage crops,B,4.969781116183866,Symbiotic fixation,Gg N
HU,Hungary,1990,Pulses,B,13.544887638186669,Symbiotic fixation,Gg N
HU,Hungary,1990,Temporary grassland,B,0.2108742991281411,Symbiotic fixation,Gg N
HU,Hungary,1991,Forage legumes,B,57.13446775811904,Symbiotic fixation,Gg N
HU,Hungary,1991,Oilseeds,B,3.8220535758904104,Symbiotic fixation,Gg N
HU,Hungary,1991,Other forage crops,B,4.582592086622444,Symbiotic fixation,Gg N
HU,Hungary,1991,Pulses,B,12.171223245653337,Symbiotic fixation,Gg N
HU,Hungary,1991,Temporary grassland,B,0.21207244855500554,Symbiotic fixation,Gg N
HU,Hungary,1992,Forage legumes,B,53.2265037910485,Symbiotic fixation,Gg N
HU,Hungary,1992,Oilseeds,B,2.652494281643835,Symbiotic fixation,Gg N
HU,Hungary,1992,Other forage crops,B,4.1907089731935985,Symbiotic fixation,Gg N
HU,Hungary,1992,Pulses,B,10.893074893653335,Symbiotic fixation,Gg N
HU,Hungary,1992,Temporary grassland,B,0.21327059798186998,Symbiotic fixation,Gg N
HU,Hungary,1993,Forage legumes,B,48.09381619187128,Symbiotic fixation,Gg N
HU,Hungary,1993,Oilseeds,B,1.7364934750684928,Symbiotic fixation,Gg N
HU,Hungary,1993,Other forage crops,B,3.7941317758973288,Symbiotic fixation,Gg N
HU,Hungary,1993,Pulses,B,6.345920954880001,Symbiotic fixation,Gg N
HU,Hungary,1993,Temporary grassland,B,0.2144687474087344,Symbiotic fixation,Gg N
HU,Hungary,1994,Forage legumes,B,47.463258678896906,Symbiotic fixation,Gg N
HU,Hungary,1994,Oilseeds,B,1.1076152547945204,Symbiotic fixation,Gg N
HU,Hungary,1994,Other forage crops,B,3.3928604947336356,Symbiotic fixation,Gg N
HU,Hungary,1994,Pulses,B,6.151234363733334,Symbiotic fixation,Gg N
HU,Hungary,1994,Temporary grassland,B,0.21566689683559886,Symbiotic fixation,Gg N
HU,Hungary,1995,Forage legumes,B,47.767623662795096,Symbiotic fixation,Gg N
HU,Hungary,1995,Oilseeds,B,1.2807528328767122,Symbiotic fixation,Gg N
HU,Hungary,1995,Other forage crops,B,2.9868951297025177,Symbiotic fixation,Gg N
HU,Hungary,1995,Pulses,B,6.397742318933334,Symbiotic fixation,Gg N
HU,Hungary,1995,Temporary grassland,B,0.21686504626246328,Symbiotic fixation,Gg N
HU,Hungary,1996,Forage legumes,B,46.37669388137165,Symbiotic fixation,Gg N
HU,Hungary,1996,Oilseeds,B,1.827349163835616,Symbiotic fixation,Gg N
HU,Hungary,1996,Other forage crops,B,2.576235680803977,Symbiotic fixation,Gg N
HU,Hungary,1996,Pulses,B,4.595145412693334,Symbiotic fixation,Gg N
HU,Hungary,1996,Temporary grassland,B,0.21806319568932775,Symbiotic fixation,Gg N
HU,Hungary,1997,Forage legumes,B,43.81050891497114,Symbiotic fixation,Gg N
HU,Hungary,1997,Oilseeds,B,2.0583765041095887,Symbiotic fixation,Gg N
HU,Hungary,1997,Other forage crops,B,2.1608821480380116,Symbiotic fixation,Gg N
HU,Hungary,1997,Pulses,B,4.974437556053335,Symbiotic fixation,Gg N
HU,Hungary,1997,Temporary grassland,B,0.21926134511619216,Symbiotic fixation,Gg N
HU,Hungary,1998,Forage legumes,B,44.93760099606864,Symbiotic fixation,Gg N
HU,Hungary,1998,Oilseeds,B,3.2941999693150676,Symbiotic fixation,Gg N
HU,Hungary,1998,Other forage crops,B,1.7408345314046219,Symbiotic fixation,Gg N
HU,Hungary,1998,Pulses,B,5.920171567786668,Symbiotic fixation,Gg N
HU,Hungary,1998,Temporary grassland,B,0.22045949454305658,Symbiotic fixation,Gg N
HU,Hungary,1999,Forage legumes,B,42.342345488253336,Symbiotic fixation,Gg N
HU,Hungary,1999,Oilseeds,B,5.150327855342465,Symbiotic fixation,Gg N
HU,Hungary,1999,Other forage crops,B,1.423969292453302,Symbiotic fixation,Gg N
HU,Hungary,1999,Pulses,B,5.001638231893335,Symbiotic fixation,Gg N
HU,Hungary,1999,Temporary grassland,B,0.22165764396992105,Symbiotic fixation,Gg N
HU,Hungary,2000,Forage legumes,B,31.654379223868176,Symbiotic fixation,Gg N
HU,Hungary,2000,Oilseeds,B,2.046080745205479,Symbiotic fixation,Gg N
HU,Hungary,2000,Other forage crops,B,0.8308778352200973,Symbiotic fixation,Gg N
HU,Hungary,2000,Pulses,B,2.280561376426667,Symbiotic fixation,Gg N
HU,Hungary,2000,Temporary grassland,B,0.22285579339678546,Symbiotic fixation,Gg N
HU,Hungary,2001,Forage legumes,B,30.740382173077506,Symbiotic fixation,Gg N
HU,Hungary,2001,Oilseeds,B,2.7575067090410954,Symbiotic fixation,Gg N
HU,Hungary,2001,Other forage crops,B,0.6297215553450581,Symbiotic fixation,Gg N
HU,Hungary,2001,Pulses,B,2.9203642013866675,Symbiotic fixation,Gg N
HU,Hungary,2001,Temporary grassland,B,0.22405394282364993,Symbiotic fixation,Gg N
HU,Hungary,2002,Forage legumes,B,30.844930939891643,Symbiotic fixation,Gg N
HU,Hungary,2002,Oilseeds,B,3.73731253479452,Symbiotic fixation,Gg N
HU,Hungary,2002,Other forage crops,B,0.727837071425777,Symbiotic fixation,Gg N
HU,Hungary,2002,Pulses,B,2.260388637866667,Symbiotic fixation,Gg N
HU,Hungary,2002,Temporary grassland,B,0.22525209225051435,Symbiotic fixation,Gg N
HU,Hungary,2003,Forage legumes,B,30.531152358088285,Symbiotic fixation,Gg N
HU,Hungary,2003,Oilseeds,B,3.332548082936986,Symbiotic fixation,Gg N
HU,Hungary,2003,Other forage crops,B,0.7706752724696586,Symbiotic fixation,Gg N
HU,Hungary,2003,Pulses,B,1.392052319146667,Symbiotic fixation,Gg N
HU,Hungary,2003,Temporary grassland,B,0.2264502416773788,Symbiotic fixation,Gg N
HU,Hungary,2004,Forage legumes,B,30.16449700092306,Symbiotic fixation,Gg N
HU,Hungary,2004,Oilseeds,B,4.307633634367122,Symbiotic fixation,Gg N
HU,Hungary,2004,Other forage crops,B,0.8835665316911817,Symbiotic fixation,Gg N
HU,Hungary,2004,Pulses,B,2.847376319146668,Symbiotic fixation,Gg N
HU,Hungary,2004,Temporary grassland,B,0.3862558767096586,Symbiotic fixation,Gg N
HU,Hungary,2005,Forage legumes,B,29.437339858950306,Symbiotic fixation,Gg N
HU,Hungary,2005,Oilseeds,B,5.181963149238355,Symbiotic fixation,Gg N
HU,Hungary,2005,Other forage crops,B,0.7525778506382862,Symbiotic fixation,Gg N
HU,Hungary,2005,Pulses,B,2.2820549440000004,Symbiotic fixation,Gg N
HU,Hungary,2005,Temporary grassland,B,0.3582761413232916,Symbiotic fixation,Gg N
HU,Hungary,2006,Forage legumes,B,28.570022252244293,Symbiotic fixation,Gg N
HU,Hungary,2006,Oilseeds,B,5.651993457183561,Symbiotic fixation,Gg N
HU,Hungary,2006,Other forage crops,B,0.4970147646246274,Symbiotic fixation,Gg N
HU,Hungary,2006,Pulses,B,2.2590236475733336,Symbiotic fixation,Gg N
HU,Hungary,2006,Temporary grassland,B,0.26587132200060715,Symbiotic fixation,Gg N
HU,Hungary,2007,Forage legumes,B,26.068614439247625,Symbiotic fixation,Gg N
HU,Hungary,2007,Oilseeds,B,3.587994680337534,Symbiotic fixation,Gg N
HU,Hungary,2007,Other forage crops,B,0.5615011474794542,Symbiotic fixation,Gg N
HU,Hungary,2007,Pulses,B,2.2847914752,Symbiotic fixation,Gg N
HU,Hungary,2007,Temporary grassland,B,0.2369291387139719,Symbiotic fixation,Gg N
HU,Hungary,2008,Forage legumes,B,27.89126669830583,Symbiotic fixation,Gg N
HU,Hungary,2008,Oilseeds,B,4.918832547243835,Symbiotic fixation,Gg N
HU,Hungary,2008,Other forage crops,B,0.6844032590304834,Symbiotic fixation,Gg N
HU,Hungary,2008,Pulses,B,2.048983927466667,Symbiotic fixation,Gg N
HU,Hungary,2008,Temporary grassland,B,0.2362514968250076,Symbiotic fixation,Gg N
HU,Hungary,2009,Forage legumes,B,24.88397209515416,Symbiotic fixation,Gg N
HU,Hungary,2009,Oilseeds,B,5.024574712372602,Symbiotic fixation,Gg N
HU,Hungary,2009,Other forage crops,B,0.6432602595252368,Symbiotic fixation,Gg N
HU,Hungary,2009,Pulses,B,1.455883791786667,Symbiotic fixation,Gg N
HU,Hungary,2009,Temporary grassland,B,0.2259788386241863,Symbiotic fixation,Gg N
HU,Hungary,2010,Forage legumes,B,24.938186932974396,Symbiotic fixation,Gg N
HU,Hungary,2010,Oilseeds,B,5.679387286689315,Symbiotic fixation,Gg N
HU,Hungary,2010,Other forage crops,B,0.05343091984745947,Symbiotic fixation,Gg N
HU,Hungary,2010,Pulses,B,1.5849508590933337,Symbiotic fixation,Gg N
HU,Hungary,2010,Temporary grassland,B,0.29874382824323537,Symbiotic fixation,Gg N
HU,Hungary,2011,Forage legumes,B,24.9916528394121,Symbiotic fixation,Gg N
HU,Hungary,2011,Oilseeds,B,6.31178807573041,Symbiotic fixation,Gg N
HU,Hungary,2011,Other forage crops,B,0.0469341744912858,Symbiotic fixation,Gg N
HU,Hungary,2011,Pulses,B,1.8612182340266672,Symbiotic fixation,Gg N
