Domain Code;Domain;Area Code (M49);Area;Code;Element Code;Element;Item Code;Item;Year Code;Year;Unit;Value;Flag;Flag Description;Note
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1993;1993;t;43000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1994;1994;t;43000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1995;1995;t;40000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1996;1996;t;79000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1997;1997;t;81100;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1998;1998;t;83400;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1999;1999;t;94000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2000;2000;t;98000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2001;2001;t;102000;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2002;2002;t;115000;A;Official figure;Data sourced from Eurostat
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2003;2003;t;116000;A;Official figure;Data sourced from Eurostat
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2004;2004;t;117000;A;Official figure;Data sourced from Eurostat
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2005;2005;t;119000;A;Official figure;Data sourced from Eurostat
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2006;2006;t;122000;A;Official figure;Data sourced from Eurostat
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2007;2007;t;127000;A;Official figure;Data sourced from Eurostat
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2008;2008;t;118300;A;Official figure;Data sourced from Eurostat
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2009;2009;t;134400;A;Official figure;Data sourced from Eurostat
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2010;2010;t;143200;A;Official figure;Data sourced from Eurostat
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2011;2011;t;147000;A;Official figure;Data sourced from Eurostat
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2012;2012;t;153000;E;Estimated value;
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2013;2013;t;157226;E;Estimated value;
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2014;2014;t;163200;E;Estimated value;
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2015;2015;t;162813;E;Estimated value;
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2016;2016;t;160237;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2017;2017;t;167149;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2018;2018;t;159433;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2019;2019;t;178603;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2020;2020;t;185779;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2021;2021;t;187506;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;440;Lithuania;LT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2022;2022;t;130709;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;442;Luxembourg;LU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2002;2002;t;12905;I;Imputed value;
RFN;Fertilizers by Nutrient;442;Luxembourg;LU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2003;2003;t;12905;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;442;Luxembourg;LU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2004;2004;t;16355;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;442;Luxembourg;LU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2005;2005;t;14230;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;442;Luxembourg;LU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2006;2006;t;14034;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;442;Luxembourg;LU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2007;2007;t;13312;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;442;Luxembourg;LU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2008;2008;t;13329;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;442;Luxembourg;LU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2009;2009;t;13384;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;442;Luxembourg;LU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2010;2010;t;13766;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;442;Luxembourg;LU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2011;2011;t;14446;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;442;Luxembourg;LU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2012;2012;t;13675;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;442;Luxembourg;LU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2013;2013;t;13366;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;442;Luxembourg;LU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2014;2014;t;12714;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;442;Luxembourg;LU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2015;2015;t;13007;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;442;Luxembourg;LU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2016;2016;t;13731;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;442;Luxembourg;LU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2017;2017;t;13574.85;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;442;Luxembourg;LU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2018;2018;t;12064.98;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;442;Luxembourg;LU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2019;2019;t;12679.8;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;442;Luxembourg;LU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2020;2020;t;12000.42;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;442;Luxembourg;LU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2021;2021;t;12704.54;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;442;Luxembourg;LU;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2022;2022;t;7618.97;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1990;1990;t;466.14;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1991;1991;t;466.14;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1992;1992;t;513.74;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1993;1993;t;492.74;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1994;1994;t;492.74;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1995;1995;t;878.02;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1996;1996;t;586.05;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1997;1997;t;593.22;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1998;1998;t;1159;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1999;1999;t;451;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2000;2000;t;754.71;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2001;2001;t;624.48;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2002;2002;t;659.66;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2003;2003;t;535.98;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2004;2004;t;526.97;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2005;2005;t;590.89;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2006;2006;t;681.24;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2007;2007;t;591.79;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2008;2008;t;407.2;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2009;2009;t;439.96;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2010;2010;t;551.92;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2011;2011;t;470.79;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2012;2012;t;548.3;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2013;2013;t;571.43;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2014;2014;t;594.58;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2015;2015;t;617.75;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2016;2016;t;568.15;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2017;2017;t;585.49;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2018;2018;t;585.7;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2019;2019;t;585.92;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2020;2020;t;586.14;A;Official figure;Data sourced from another international organization
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2021;2021;t;586.14;I;Imputed value;
RFN;Fertilizers by Nutrient;470;Malta;MT;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2022;2022;t;586.14;I;Imputed value;
RFN;Fertilizers by Nutrient;499;Montenegro;ME;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2006;2006;t;1738;I;Imputed value;
RFN;Fertilizers by Nutrient;499;Montenegro;ME;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2007;2007;t;1389;I;Imputed value;
RFN;Fertilizers by Nutrient;499;Montenegro;ME;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2008;2008;t;1319;I;Imputed value;
RFN;Fertilizers by Nutrient;499;Montenegro;ME;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2009;2009;t;1089;I;Imputed value;
RFN;Fertilizers by Nutrient;499;Montenegro;ME;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2010;2010;t;1360;I;Imputed value;
RFN;Fertilizers by Nutrient;499;Montenegro;ME;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2011;2011;t;1166;I;Imputed value;
RFN;Fertilizers by Nutrient;499;Montenegro;ME;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2012;2012;t;1275.63;I;Imputed value;
RFN;Fertilizers by Nutrient;499;Montenegro;ME;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2013;2013;t;1414.34;I;Imputed value;
RFN;Fertilizers by Nutrient;499;Montenegro;ME;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2014;2014;t;1324.68;I;Imputed value;
RFN;Fertilizers by Nutrient;499;Montenegro;ME;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2015;2015;t;1285.16;I;Imputed value;
RFN;Fertilizers by Nutrient;499;Montenegro;ME;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2016;2016;t;1323.69;I;Imputed value;
RFN;Fertilizers by Nutrient;499;Montenegro;ME;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2017;2017;t;1043.97;I;Imputed value;
RFN;Fertilizers by Nutrient;499;Montenegro;ME;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2018;2018;t;1255.46;I;Imputed value;
RFN;Fertilizers by Nutrient;499;Montenegro;ME;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2019;2019;t;1465.19;I;Imputed value;
RFN;Fertilizers by Nutrient;499;Montenegro;ME;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2020;2020;t;1439.38;I;Imputed value;
RFN;Fertilizers by Nutrient;499;Montenegro;ME;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2021;2021;t;1336.42;I;Imputed value;
RFN;Fertilizers by Nutrient;499;Montenegro;ME;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2022;2022;t;1022.82;I;Imputed value;
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1990;1990;t;392000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1991;1991;t;391759;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1992;1992;t;389872;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1993;1993;t;371555;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1994;1994;t;395000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1995;1995;t;390000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1996;1996;t;390000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1997;1997;t;375000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1998;1998;t;350000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1999;1999;t;345000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2000;2000;t;300000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2001;2001;t;296000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2002;2002;t;292195;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2003;2003;t;290559;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2004;2004;t;300495;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2005;2005;t;279246;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2006;2006;t;287767;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2007;2007;t;241217;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2008;2008;t;231058;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2009;2009;t;224188;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2010;2010;t;217959;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2011;2011;t;212312;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2012;2012;t;231000;E;Estimated value;
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2013;2013;t;201997;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2014;2014;t;221682.33;E;Estimated value;
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2015;2015;t;241367.67;E;Estimated value;
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2016;2016;t;224076;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2017;2017;t;224363;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2018;2018;t;208797;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2019;2019;t;209112;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2020;2020;t;211802;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2021;2021;t;206292.27;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;528;Netherlands (Kingdom of the);NL;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2022;2022;t;189934.61;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1994;1994;t;36162;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1995;1995;t;25219;A;Official figure;Official data from questionnaire
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1996;1996;t;30400;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1997;1997;t;28100;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1998;1998;t;25200;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1999;1999;t;25000;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2000;2000;t;19200;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2001;2001;t;12600;X;Figure from international organizations;Data sourced from another international organization
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2002;2002;t;8969;I;Imputed value;
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2003;2003;t;12030;I;Imputed value;
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2004;2004;t;15030;I;Imputed value;
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2005;2005;t;18092;I;Imputed value;
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2006;2006;t;17074;I;Imputed value;
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2007;2007;t;18897;I;Imputed value;
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2008;2008;t;15677;I;Imputed value;
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2009;2009;t;17412;I;Imputed value;
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2010;2010;t;19444;I;Imputed value;
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2011;2011;t;18143;I;Imputed value;
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2012;2012;t;16738.8;I;Imputed value;
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2013;2013;t;19314.11;I;Imputed value;
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2014;2014;t;20428.62;I;Imputed value;
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2015;2015;t;19361.84;I;Imputed value;
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2016;2016;t;22523.97;I;Imputed value;
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2017;2017;t;20996.66;I;Imputed value;
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2018;2018;t;17914;I;Imputed value;
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2019;2019;t;17619.11;I;Imputed value;
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2020;2020;t;23435.72;I;Imputed value;
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2021;2021;t;14576.8;I;Imputed value;
RFN;Fertilizers by Nutrient;807;North Macedonia;MK;5157;Agricultural Use;3102;Nutrient nitrogen N (total);2022;2022;t;14197.96;I;Imputed value;
RFN;Fertilizers by Nutrient;578;Norway;NO;5157;Agricultural Use;3102;Nutrient nitrogen N (total);1990;1990;t;110790;A;Official figure;Official data from questionnaire
