,region,region name,year,value,label,unit,confidence
893,ES21,País Vasco,2013,9.37074852441444,atmospheric deposition rate to cropland,kg N / ha,high
894,ES21,País Vasco,2014,9.657544135834788,atmospheric deposition rate to cropland,kg N / ha,high
895,ES21,País Vasco,2015,9.249085193144326,atmospheric deposition rate to cropland,kg N / ha,high
896,ES21,País Vasco,2016,8.552019413210195,atmospheric deposition rate to cropland,kg N / ha,high
897,ES21,País Vasco,2017,8.449178086545782,atmospheric deposition rate to cropland,kg N / ha,high
898,ES21,País Vasco,2018,10.332282705049614,atmospheric deposition rate to cropland,kg N / ha,high
899,ES21,País Vasco,2019,7.549039554658152,atmospheric deposition rate to cropland,kg N / ha,high
900,ES22,Comunidad Foral de Navarra,1990,12.452412073146363,atmospheric deposition rate to cropland,kg N / ha,high
901,ES22,Comunidad Foral de Navarra,1991,13.000148614027502,atmospheric deposition rate to cropland,kg N / ha,high
902,ES22,Comunidad Foral de Navarra,1992,12.992760152669842,atmospheric deposition rate to cropland,kg N / ha,high
903,ES22,Comunidad Foral de Navarra,1993,13.419272341330188,atmospheric deposition rate to cropland,kg N / ha,high
904,ES22,Comunidad Foral de Navarra,1994,12.640197685969284,atmospheric deposition rate to cropland,kg N / ha,high
905,ES22,Comunidad Foral de Navarra,1995,11.68798139219482,atmospheric deposition rate to cropland,kg N / ha,high
906,ES22,Comunidad Foral de Navarra,1996,14.677156042185878,atmospheric deposition rate to cropland,kg N / ha,high
907,ES22,Comunidad Foral de Navarra,1997,15.392271681876975,atmospheric deposition rate to cropland,kg N / ha,high
908,ES22,Comunidad Foral de Navarra,1998,13.610734680700693,atmospheric deposition rate to cropland,kg N / ha,high
909,ES22,Comunidad Foral de Navarra,1999,14.159930590608068,atmospheric deposition rate to cropland,kg N / ha,high
910,ES22,Comunidad Foral de Navarra,2000,14.182068932722123,atmospheric deposition rate to cropland,kg N / ha,high
911,ES22,Comunidad Foral de Navarra,2001,11.69019403120407,atmospheric deposition rate to cropland,kg N / ha,high
912,ES22,Comunidad Foral de Navarra,2002,13.206240182566221,atmospheric deposition rate to cropland,kg N / ha,high
913,ES22,Comunidad Foral de Navarra,2003,14.159325376194115,atmospheric deposition rate to cropland,kg N / ha,high
914,ES22,Comunidad Foral de Navarra,2004,11.563357612040646,atmospheric deposition rate to cropland,kg N / ha,high
915,ES22,Comunidad Foral de Navarra,2005,10.943199028065848,atmospheric deposition rate to cropland,kg N / ha,high
916,ES22,Comunidad Foral de Navarra,2006,12.347124009399002,atmospheric deposition rate to cropland,kg N / ha,high
917,ES22,Comunidad Foral de Navarra,2007,11.337609776099354,atmospheric deposition rate to cropland,kg N / ha,high
918,ES22,Comunidad Foral de Navarra,2008,10.830234603267243,atmospheric deposition rate to cropland,kg N / ha,high
919,ES22,Comunidad Foral de Navarra,2009,10.907062482168246,atmospheric deposition rate to cropland,kg N / ha,high
920,ES22,Comunidad Foral de Navarra,2010,10.090379113905403,atmospheric deposition rate to cropland,kg N / ha,high
921,ES22,Comunidad Foral de Navarra,2011,9.327161819655874,atmospheric deposition rate to cropland,kg N / ha,high
922,ES22,Comunidad Foral de Navarra,2012,9.939165688522783,atmospheric deposition rate to cropland,kg N / ha,high
923,ES22,Comunidad Foral de Navarra,2013,10.252904034593366,atmospheric deposition rate to cropland,kg N / ha,high
924,ES22,Comunidad Foral de Navarra,2014,11.419222513297742,atmospheric deposition rate to cropland,kg N / ha,high
925,ES22,Comunidad Foral de Navarra,2015,10.18318608662873,atmospheric deposition rate to cropland,kg N / ha,high
926,ES22,Comunidad Foral de Navarra,2016,9.743726987670284,atmospheric deposition rate to cropland,kg N / ha,high
927,ES22,Comunidad Foral de Navarra,2017,9.414301208113175,atmospheric deposition rate to cropland,kg N / ha,high
928,ES22,Comunidad Foral de Navarra,2018,11.581460946861965,atmospheric deposition rate to cropland,kg N / ha,high
929,ES22,Comunidad Foral de Navarra,2019,8.272356018335447,atmospheric deposition rate to cropland,kg N / ha,high
930,ES23,La Rioja,1990,13.63494802737784,atmospheric deposition rate to cropland,kg N / ha,high
931,ES23,La Rioja,1991,12.857935266550102,atmospheric deposition rate to cropland,kg N / ha,high
932,ES23,La Rioja,1992,12.969132204625767,atmospheric deposition rate to cropland,kg N / ha,high
933,ES23,La Rioja,1993,12.581555189716447,atmospheric deposition rate to cropland,kg N / ha,high
934,ES23,La Rioja,1994,12.032715727636788,atmospheric deposition rate to cropland,kg N / ha,high
935,ES23,La Rioja,1995,11.43288065032719,atmospheric deposition rate to cropland,kg N / ha,high
936,ES23,La Rioja,1996,14.13427999323226,atmospheric deposition rate to cropland,kg N / ha,high
937,ES23,La Rioja,1997,15.128946310460533,atmospheric deposition rate to cropland,kg N / ha,high
938,ES23,La Rioja,1998,12.682930451293792,atmospheric deposition rate to cropland,kg N / ha,high
939,ES23,La Rioja,1999,13.68423352309669,atmospheric deposition rate to cropland,kg N / ha,high
940,ES23,La Rioja,2000,13.237723488064251,atmospheric deposition rate to cropland,kg N / ha,high
941,ES23,La Rioja,2001,11.291815878515001,atmospheric deposition rate to cropland,kg N / ha,high
942,ES23,La Rioja,2002,13.510225954751682,atmospheric deposition rate to cropland,kg N / ha,high
943,ES23,La Rioja,2003,13.373811659926796,atmospheric deposition rate to cropland,kg N / ha,high
944,ES23,La Rioja,2004,13.338269742627089,atmospheric deposition rate to cropland,kg N / ha,high
945,ES23,La Rioja,2005,11.679056147815835,atmospheric deposition rate to cropland,kg N / ha,high
946,ES23,La Rioja,2006,12.512247351122117,atmospheric deposition rate to cropland,kg N / ha,high
947,ES23,La Rioja,2007,11.322085692644132,atmospheric deposition rate to cropland,kg N / ha,high
948,ES23,La Rioja,2008,11.18486868843845,atmospheric deposition rate to cropland,kg N / ha,high
949,ES23,La Rioja,2009,10.652658963974323,atmospheric deposition rate to cropland,kg N / ha,high
950,ES23,La Rioja,2010,10.013931281722847,atmospheric deposition rate to cropland,kg N / ha,high
951,ES23,La Rioja,2011,9.608305772641348,atmospheric deposition rate to cropland,kg N / ha,high
952,ES23,La Rioja,2012,9.367951846488435,atmospheric deposition rate to cropland,kg N / ha,high
953,ES23,La Rioja,2013,9.905270480990469,atmospheric deposition rate to cropland,kg N / ha,high
954,ES23,La Rioja,2014,10.047441665189204,atmospheric deposition rate to cropland,kg N / ha,high
955,ES23,La Rioja,2015,9.495461446542288,atmospheric deposition rate to cropland,kg N / ha,high
956,ES23,La Rioja,2016,8.559313325263808,atmospheric deposition rate to cropland,kg N / ha,high
957,ES23,La Rioja,2017,8.516807390375853,atmospheric deposition rate to cropland,kg N / ha,high
958,ES23,La Rioja,2018,10.294334135968612,atmospheric deposition rate to cropland,kg N / ha,high
959,ES23,La Rioja,2019,7.3028764876814,atmospheric deposition rate to cropland,kg N / ha,high
960,ES24,Aragón,1990,9.598179541175599,atmospheric deposition rate to cropland,kg N / ha,high
961,ES24,Aragón,1991,9.143165554190153,atmospheric deposition rate to cropland,kg N / ha,high
962,ES24,Aragón,1992,9.604542708197771,atmospheric deposition rate to cropland,kg N / ha,high
963,ES24,Aragón,1993,9.40855487206441,atmospheric deposition rate to cropland,kg N / ha,high
964,ES24,Aragón,1994,8.472141347692942,atmospheric deposition rate to cropland,kg N / ha,high
965,ES24,Aragón,1995,9.473884392618862,atmospheric deposition rate to cropland,kg N / ha,high
966,ES24,Aragón,1996,10.330570850563127,atmospheric deposition rate to cropland,kg N / ha,high
967,ES24,Aragón,1997,11.837103150324197,atmospheric deposition rate to cropland,kg N / ha,high
968,ES24,Aragón,1998,10.449360285268067,atmospheric deposition rate to cropland,kg N / ha,high
969,ES24,Aragón,1999,10.861889897952446,atmospheric deposition rate to cropland,kg N / ha,high
970,ES24,Aragón,2000,10.177911462044722,atmospheric deposition rate to cropland,kg N / ha,high
971,ES24,Aragón,2001,9.305972243537926,atmospheric deposition rate to cropland,kg N / ha,high
972,ES24,Aragón,2002,10.460100222648625,atmospheric deposition rate to cropland,kg N / ha,high
973,ES24,Aragón,2003,11.65006289642686,atmospheric deposition rate to cropland,kg N / ha,high
974,ES24,Aragón,2004,10.01400709409727,atmospheric deposition rate to cropland,kg N / ha,high
975,ES24,Aragón,2005,8.77832377054183,atmospheric deposition rate to cropland,kg N / ha,high
976,ES24,Aragón,2006,9.971217449329329,atmospheric deposition rate to cropland,kg N / ha,high
977,ES24,Aragón,2007,9.308664745017452,atmospheric deposition rate to cropland,kg N / ha,high
978,ES24,Aragón,2008,8.801005633308762,atmospheric deposition rate to cropland,kg N / ha,high
979,ES24,Aragón,2009,9.196392411677078,atmospheric deposition rate to cropland,kg N / ha,high
980,ES24,Aragón,2010,8.795097073477187,atmospheric deposition rate to cropland,kg N / ha,high
981,ES24,Aragón,2011,8.016307267613923,atmospheric deposition rate to cropland,kg N / ha,high
982,ES24,Aragón,2012,7.60035220365521,atmospheric deposition rate to cropland,kg N / ha,high
983,ES24,Aragón,2013,8.605939849458133,atmospheric deposition rate to cropland,kg N / ha,high
984,ES24,Aragón,2014,9.199467034010258,atmospheric deposition rate to cropland,kg N / ha,high
985,ES24,Aragón,2015,8.162954311766732,atmospheric deposition rate to cropland,kg N / ha,high
986,ES24,Aragón,2016,8.48636870634457,atmospheric deposition rate to cropland,kg N / ha,high
987,ES24,Aragón,2017,7.710035066543583,atmospheric deposition rate to cropland,kg N / ha,high
988,ES24,Aragón,2018,9.604127388743878,atmospheric deposition rate to cropland,kg N / ha,high
989,ES24,Aragón,2019,7.215588540571791,atmospheric deposition rate to cropland,kg N / ha,high
990,ES30,Comunidad de Madrid,1990,8.93870638901338,atmospheric deposition rate to cropland,kg N / ha,high
991,ES30,Comunidad de Madrid,1991,9.46799424475862,atmospheric deposition rate to cropland,kg N / ha,high
992,ES30,Comunidad de Madrid,1992,8.133677971059932,atmospheric deposition rate to cropland,kg N / ha,high
993,ES30,Comunidad de Madrid,1993,8.243834688960446,atmospheric deposition rate to cropland,kg N / ha,high
994,ES30,Comunidad de Madrid,1994,7.870215422102627,atmospheric deposition rate to cropland,kg N / ha,high
995,ES30,Comunidad de Madrid,1995,8.288663624436522,atmospheric deposition rate to cropland,kg N / ha,high
996,ES30,Comunidad de Madrid,1996,8.885189991396745,atmospheric deposition rate to cropland,kg N / ha,high
997,ES30,Comunidad de Madrid,1997,10.227814394608883,atmospheric deposition rate to cropland,kg N / ha,high
998,ES30,Comunidad de Madrid,1998,9.88330675168643,atmospheric deposition rate to cropland,kg N / ha,high
999,ES30,Comunidad de Madrid,1999,9.001808715943541,atmospheric deposition rate to cropland,kg N / ha,high
1000,ES30,Comunidad de Madrid,2000,9.16028413233455,atmospheric deposition rate to cropland,kg N / ha,high
1001,ES30,Comunidad de Madrid,2001,8.585649086648212,atmospheric deposition rate to cropland,kg N / ha,high
1002,ES30,Comunidad de Madrid,2002,8.981151736265167,atmospheric deposition rate to cropland,kg N / ha,high
1003,ES30,Comunidad de Madrid,2003,9.364222250617876,atmospheric deposition rate to cropland,kg N / ha,high
1004,ES30,Comunidad de Madrid,2004,8.906024723687127,atmospheric deposition rate to cropland,kg N / ha,high
1005,ES30,Comunidad de Madrid,2005,7.288378146797473,atmospheric deposition rate to cropland,kg N / ha,high
1006,ES30,Comunidad de Madrid,2006,8.900729710761894,atmospheric deposition rate to cropland,kg N / ha,high
1007,ES30,Comunidad de Madrid,2007,9.08087744900516,atmospheric deposition rate to cropland,kg N / ha,high
1008,ES30,Comunidad de Madrid,2008,7.720609486708627,atmospheric deposition rate to cropland,kg N / ha,high
1009,ES30,Comunidad de Madrid,2009,6.697124296282063,atmospheric deposition rate to cropland,kg N / ha,high
1010,ES30,Comunidad de Madrid,2010,8.286311643737395,atmospheric deposition rate to cropland,kg N / ha,high
1011,ES30,Comunidad de Madrid,2011,7.583429535280123,atmospheric deposition rate to cropland,kg N / ha,high
1012,ES30,Comunidad de Madrid,2012,6.061665255369177,atmospheric deposition rate to cropland,kg N / ha,high
1013,ES30,Comunidad de Madrid,2013,6.208985459670612,atmospheric deposition rate to cropland,kg N / ha,high
1014,ES30,Comunidad de Madrid,2014,6.011939630818937,atmospheric deposition rate to cropland,kg N / ha,high
1015,ES30,Comunidad de Madrid,2015,6.283734762186154,atmospheric deposition rate to cropland,kg N / ha,high
1016,ES30,Comunidad de Madrid,2016,6.570684866462638,atmospheric deposition rate to cropland,kg N / ha,high
1017,ES30,Comunidad de Madrid,2017,6.433837128810245,atmospheric deposition rate to cropland,kg N / ha,high
1018,ES30,Comunidad de Madrid,2018,6.983579790530398,atmospheric deposition rate to cropland,kg N / ha,high
1019,ES30,Comunidad de Madrid,2019,5.584210212293373,atmospheric deposition rate to cropland,kg N / ha,high
1020,ES41,Castilla y León,1990,8.319657277744396,atmospheric deposition rate to cropland,kg N / ha,high
1021,ES41,Castilla y León,1991,7.33875148456761,atmospheric deposition rate to cropland,kg N / ha,high
1022,ES41,Castilla y León,1992,7.144654370713782,atmospheric deposition rate to cropland,kg N / ha,high
1023,ES41,Castilla y León,1993,7.782943886390041,atmospheric deposition rate to cropland,kg N / ha,high
1024,ES41,Castilla y León,1994,7.0689947799779915,atmospheric deposition rate to cropland,kg N / ha,high
1025,ES41,Castilla y León,1995,7.391307727797361,atmospheric deposition rate to cropland,kg N / ha,high
1026,ES41,Castilla y León,1996,8.365937185459954,atmospheric deposition rate to cropland,kg N / ha,high
1027,ES41,Castilla y León,1997,9.178534530270035,atmospheric deposition rate to cropland,kg N / ha,high
1028,ES41,Castilla y León,1998,8.141068592450205,atmospheric deposition rate to cropland,kg N / ha,high
1029,ES41,Castilla y León,1999,8.179935405501844,atmospheric deposition rate to cropland,kg N / ha,high
1030,ES41,Castilla y León,2000,8.488427559987656,atmospheric deposition rate to cropland,kg N / ha,high
1031,ES41,Castilla y León,2001,7.348582389748804,atmospheric deposition rate to cropland,kg N / ha,high
1032,ES41,Castilla y León,2002,8.187103507632264,atmospheric deposition rate to cropland,kg N / ha,high
1033,ES41,Castilla y León,2003,9.020939488067798,atmospheric deposition rate to cropland,kg N / ha,high
1034,ES41,Castilla y León,2004,8.334950808520723,atmospheric deposition rate to cropland,kg N / ha,high
1035,ES41,Castilla y León,2005,6.988900473284868,atmospheric deposition rate to cropland,kg N / ha,high
1036,ES41,Castilla y León,2006,7.914165217492726,atmospheric deposition rate to cropland,kg N / ha,high
1037,ES41,Castilla y León,2007,7.4581502340129395,atmospheric deposition rate to cropland,kg N / ha,high
1038,ES41,Castilla y León,2008,6.824463266528928,atmospheric deposition rate to cropland,kg N / ha,high
1039,ES41,Castilla y León,2009,6.100281368647544,atmospheric deposition rate to cropland,kg N / ha,high
1040,ES41,Castilla y León,2010,6.613112312807804,atmospheric deposition rate to cropland,kg N / ha,high
1041,ES41,Castilla y León,2011,6.55608997091693,atmospheric deposition rate to cropland,kg N / ha,high
1042,ES41,Castilla y León,2012,5.728299416261941,atmospheric deposition rate to cropland,kg N / ha,high
1043,ES41,Castilla y León,2013,6.343634800960009,atmospheric deposition rate to cropland,kg N / ha,high
1044,ES41,Castilla y León,2014,6.071723053823217,atmospheric deposition rate to cropland,kg N / ha,high
1045,ES41,Castilla y León,2015,6.107626008237523,atmospheric deposition rate to cropland,kg N / ha,high
1046,ES41,Castilla y León,2016,6.315187781533224,atmospheric deposition rate to cropland,kg N / ha,high
1047,ES41,Castilla y León,2017,5.939314454534055,atmospheric deposition rate to cropland,kg N / ha,high
1048,ES41,Castilla y León,2018,6.873876547491955,atmospheric deposition rate to cropland,kg N / ha,high
1049,ES41,Castilla y León,2019,5.446156514906226,atmospheric deposition rate to cropland,kg N / ha,high
1050,ES42,Castilla-La Mancha,1990,6.534488368025668,atmospheric deposition rate to cropland,kg N / ha,high
1051,ES42,Castilla-La Mancha,1991,6.704377952045047,atmospheric deposition rate to cropland,kg N / ha,high
1052,ES42,Castilla-La Mancha,1992,6.127433231781396,atmospheric deposition rate to cropland,kg N / ha,high
1053,ES42,Castilla-La Mancha,1993,5.784354819711064,atmospheric deposition rate to cropland,kg N / ha,high
1054,ES42,Castilla-La Mancha,1994,5.344455201380676,atmospheric deposition rate to cropland,kg N / ha,high
1055,ES42,Castilla-La Mancha,1995,5.904217722414179,atmospheric deposition rate to cropland,kg N / ha,high
1056,ES42,Castilla-La Mancha,1996,6.659094787427145,atmospheric deposition rate to cropland,kg N / ha,high
1057,ES42,Castilla-La Mancha,1997,7.264236065625059,atmospheric deposition rate to cropland,kg N / ha,high
1058,ES42,Castilla-La Mancha,1998,6.977816048817076,atmospheric deposition rate to cropland,kg N / ha,high
1059,ES42,Castilla-La Mancha,1999,6.695305284018502,atmospheric deposition rate to cropland,kg N / ha,high
1060,ES42,Castilla-La Mancha,2000,6.497360363754279,atmospheric deposition rate to cropland,kg N / ha,high
1061,ES42,Castilla-La Mancha,2001,6.284592146375885,atmospheric deposition rate to cropland,kg N / ha,high
1062,ES42,Castilla-La Mancha,2002,6.776274247119382,atmospheric deposition rate to cropland,kg N / ha,high
1063,ES42,Castilla-La Mancha,2003,6.9625287426341105,atmospheric deposition rate to cropland,kg N / ha,high
1064,ES42,Castilla-La Mancha,2004,6.832953921723315,atmospheric deposition rate to cropland,kg N / ha,high
1065,ES42,Castilla-La Mancha,2005,5.732586171346947,atmospheric deposition rate to cropland,kg N / ha,high
1066,ES42,Castilla-La Mancha,2006,6.522272569974072,atmospheric deposition rate to cropland,kg N / ha,high
1067,ES42,Castilla-La Mancha,2007,6.645730371779398,atmospheric deposition rate to cropland,kg N / ha,high
1068,ES42,Castilla-La Mancha,2008,5.389408015141491,atmospheric deposition rate to cropland,kg N / ha,high
1069,ES42,Castilla-La Mancha,2009,5.25943336207597,atmospheric deposition rate to cropland,kg N / ha,high
1070,ES42,Castilla-La Mancha,2010,6.272446258953698,atmospheric deposition rate to cropland,kg N / ha,high
1071,ES42,Castilla-La Mancha,2011,5.441225309522629,atmospheric deposition rate to cropland,kg N / ha,high
1072,ES42,Castilla-La Mancha,2012,4.520636274101218,atmospheric deposition rate to cropland,kg N / ha,high
1073,ES42,Castilla-La Mancha,2013,5.295425342146973,atmospheric deposition rate to cropland,kg N / ha,high
1074,ES42,Castilla-La Mancha,2014,4.816885869285626,atmospheric deposition rate to cropland,kg N / ha,high
1075,ES42,Castilla-La Mancha,2015,5.2823798937200435,atmospheric deposition rate to cropland,kg N / ha,high
1076,ES42,Castilla-La Mancha,2016,5.336660053573192,atmospheric deposition rate to cropland,kg N / ha,high
1077,ES42,Castilla-La Mancha,2017,5.3274114901610075,atmospheric deposition rate to cropland,kg N / ha,high
1078,ES42,Castilla-La Mancha,2018,5.794679170340118,atmospheric deposition rate to cropland,kg N / ha,high
1079,ES42,Castilla-La Mancha,2019,4.457555995842236,atmospheric deposition rate to cropland,kg N / ha,high
1080,ES43,Extremadura,1990,5.1056103772113355,atmospheric deposition rate to cropland,kg N / ha,high
1081,ES43,Extremadura,1991,4.781782087435691,atmospheric deposition rate to cropland,kg N / ha,high
1082,ES43,Extremadura,1992,4.925323048382285,atmospheric deposition rate to cropland,kg N / ha,high
1083,ES43,Extremadura,1993,4.663885896468244,atmospheric deposition rate to cropland,kg N / ha,high
1084,ES43,Extremadura,1994,4.5675063491836525,atmospheric deposition rate to cropland,kg N / ha,high
1085,ES43,Extremadura,1995,4.716864968607873,atmospheric deposition rate to cropland,kg N / ha,high
1086,ES43,Extremadura,1996,5.3350350668327335,atmospheric deposition rate to cropland,kg N / ha,high
1087,ES43,Extremadura,1997,5.516060114256156,atmospheric deposition rate to cropland,kg N / ha,high
1088,ES43,Extremadura,1998,5.252186847667986,atmospheric deposition rate to cropland,kg N / ha,high
1089,ES43,Extremadura,1999,4.850318770591135,atmospheric deposition rate to cropland,kg N / ha,high
1090,ES43,Extremadura,2000,5.382578490116759,atmospheric deposition rate to cropland,kg N / ha,high
1091,ES43,Extremadura,2001,5.419795132166208,atmospheric deposition rate to cropland,kg N / ha,high
1092,ES43,Extremadura,2002,5.425360088556266,atmospheric deposition rate to cropland,kg N / ha,high
1093,ES43,Extremadura,2003,5.676968668605829,atmospheric deposition rate to cropland,kg N / ha,high
1094,ES43,Extremadura,2004,5.613949444001963,atmospheric deposition rate to cropland,kg N / ha,high
1095,ES43,Extremadura,2005,4.720952211227753,atmospheric deposition rate to cropland,kg N / ha,high
1096,ES43,Extremadura,2006,5.8967066216056345,atmospheric deposition rate to cropland,kg N / ha,high
1097,ES43,Extremadura,2007,6.170013162860407,atmospheric deposition rate to cropland,kg N / ha,high
1098,ES43,Extremadura,2008,4.738329133573983,atmospheric deposition rate to cropland,kg N / ha,high
1099,ES43,Extremadura,2009,4.31997103499612,atmospheric deposition rate to cropland,kg N / ha,high
1100,ES43,Extremadura,2010,5.4104107049422945,atmospheric deposition rate to cropland,kg N / ha,high
1101,ES43,Extremadura,2011,5.3561018003829055,atmospheric deposition rate to cropland,kg N / ha,high
1102,ES43,Extremadura,2012,3.8869725358291727,atmospheric deposition rate to cropland,kg N / ha,high
1103,ES43,Extremadura,2013,4.018417576122662,atmospheric deposition rate to cropland,kg N / ha,high
1104,ES43,Extremadura,2014,3.8160558516832,atmospheric deposition rate to cropland,kg N / ha,high
1105,ES43,Extremadura,2015,4.63057399894817,atmospheric deposition rate to cropland,kg N / ha,high
1106,ES43,Extremadura,2016,4.607595174307993,atmospheric deposition rate to cropland,kg N / ha,high
1107,ES43,Extremadura,2017,4.434343762638503,atmospheric deposition rate to cropland,kg N / ha,high
1108,ES43,Extremadura,2018,5.247469690253036,atmospheric deposition rate to cropland,kg N / ha,high
1109,ES43,Extremadura,2019,3.7743499637534876,atmospheric deposition rate to cropland,kg N / ha,high
1110,ES51,Cataluña,1990,28.1734043185036,atmospheric deposition rate to cropland,kg N / ha,high
1111,ES51,Cataluña,1991,25.168827192296057,atmospheric deposition rate to cropland,kg N / ha,high
1112,ES51,Cataluña,1992,28.54432360660705,atmospheric deposition rate to cropland,kg N / ha,high
1113,ES51,Cataluña,1993,25.62287767136806,atmospheric deposition rate to cropland,kg N / ha,high
1114,ES51,Cataluña,1994,22.10966448481354,atmospheric deposition rate to cropland,kg N / ha,high
1115,ES51,Cataluña,1995,26.236976658694743,atmospheric deposition rate to cropland,kg N / ha,high
1116,ES51,Cataluña,1996,29.559944122118054,atmospheric deposition rate to cropland,kg N / ha,high
1117,ES51,Cataluña,1997,26.757775070555503,atmospheric deposition rate to cropland,kg N / ha,high
1118,ES51,Cataluña,1998,26.55031410353148,atmospheric deposition rate to cropland,kg N / ha,high
1119,ES51,Cataluña,1999,27.356225977197237,atmospheric deposition rate to cropland,kg N / ha,high
1120,ES51,Cataluña,2000,26.797577148249957,atmospheric deposition rate to cropland,kg N / ha,high
1121,ES51,Cataluña,2001,27.45033829042503,atmospheric deposition rate to cropland,kg N / ha,high
1122,ES51,Cataluña,2002,29.438093338787294,atmospheric deposition rate to cropland,kg N / ha,high
1123,ES51,Cataluña,2003,26.57291273510624,atmospheric deposition rate to cropland,kg N / ha,high
1124,ES51,Cataluña,2004,25.756563239744523,atmospheric deposition rate to cropland,kg N / ha,high
1125,ES51,Cataluña,2005,23.00440044089651,atmospheric deposition rate to cropland,kg N / ha,high
1126,ES51,Cataluña,2006,21.56682026505076,atmospheric deposition rate to cropland,kg N / ha,high
1127,ES51,Cataluña,2007,22.840348940013943,atmospheric deposition rate to cropland,kg N / ha,high
1128,ES51,Cataluña,2008,23.07658097940922,atmospheric deposition rate to cropland,kg N / ha,high
1129,ES51,Cataluña,2009,21.65795655880169,atmospheric deposition rate to cropland,kg N / ha,high
1130,ES51,Cataluña,2010,21.96803526484838,atmospheric deposition rate to cropland,kg N / ha,high
1131,ES51,Cataluña,2011,21.15515728950753,atmospheric deposition rate to cropland,kg N / ha,high
1132,ES51,Cataluña,2012,18.37269087480403,atmospheric deposition rate to cropland,kg N / ha,high
1133,ES51,Cataluña,2013,20.810011591228204,atmospheric deposition rate to cropland,kg N / ha,high
1134,ES51,Cataluña,2014,22.963461237889707,atmospheric deposition rate to cropland,kg N / ha,high
1135,ES51,Cataluña,2015,20.079306028527903,atmospheric deposition rate to cropland,kg N / ha,high
1136,ES51,Cataluña,2016,20.48240050888585,atmospheric deposition rate to cropland,kg N / ha,high
1137,ES51,Cataluña,2017,18.094912020311074,atmospheric deposition rate to cropland,kg N / ha,high
1138,ES51,Cataluña,2018,23.862600264456805,atmospheric deposition rate to cropland,kg N / ha,high
1139,ES51,Cataluña,2019,17.92680285692674,atmospheric deposition rate to cropland,kg N / ha,high
1140,ES52,Comunidad Valenciana,1990,10.804998743443141,atmospheric deposition rate to cropland,kg N / ha,high
1141,ES52,Comunidad Valenciana,1991,9.39309314478875,atmospheric deposition rate to cropland,kg N / ha,high
1142,ES52,Comunidad Valenciana,1992,10.62959540992187,atmospheric deposition rate to cropland,kg N / ha,high
1143,ES52,Comunidad Valenciana,1993,8.6490778522049,atmospheric deposition rate to cropland,kg N / ha,high
1144,ES52,Comunidad Valenciana,1994,8.148601552138446,atmospheric deposition rate to cropland,kg N / ha,high
1145,ES52,Comunidad Valenciana,1995,10.243560904483807,atmospheric deposition rate to cropland,kg N / ha,high
1146,ES52,Comunidad Valenciana,1996,10.215404370631333,atmospheric deposition rate to cropland,kg N / ha,high
1147,ES52,Comunidad Valenciana,1997,11.198820468345803,atmospheric deposition rate to cropland,kg N / ha,high
1148,ES52,Comunidad Valenciana,1998,10.099250306737344,atmospheric deposition rate to cropland,kg N / ha,high
1149,ES52,Comunidad Valenciana,1999,9.932408357223764,atmospheric deposition rate to cropland,kg N / ha,high
1150,ES52,Comunidad Valenciana,2000,9.248234249182744,atmospheric deposition rate to cropland,kg N / ha,high
1151,ES52,Comunidad Valenciana,2001,10.20026217610701,atmospheric deposition rate to cropland,kg N / ha,high
1152,ES52,Comunidad Valenciana,2002,11.544429699000325,atmospheric deposition rate to cropland,kg N / ha,high
1153,ES52,Comunidad Valenciana,2003,10.847926772295404,atmospheric deposition rate to cropland,kg N / ha,high
1154,ES52,Comunidad Valenciana,2004,10.795062798116492,atmospheric deposition rate to cropland,kg N / ha,high
1155,ES52,Comunidad Valenciana,2005,9.154476186499199,atmospheric deposition rate to cropland,kg N / ha,high
1156,ES52,Comunidad Valenciana,2006,9.275811200958671,atmospheric deposition rate to cropland,kg N / ha,high
1157,ES52,Comunidad Valenciana,2007,9.007303975455336,atmospheric deposition rate to cropland,kg N / ha,high
1158,ES52,Comunidad Valenciana,2008,8.505949962549222,atmospheric deposition rate to cropland,kg N / ha,high
1159,ES52,Comunidad Valenciana,2009,8.194907210566706,atmospheric deposition rate to cropland,kg N / ha,high
1160,ES52,Comunidad Valenciana,2010,8.02244030913555,atmospheric deposition rate to cropland,kg N / ha,high
1161,ES52,Comunidad Valenciana,2011,8.062866971618995,atmospheric deposition rate to cropland,kg N / ha,high
1162,ES52,Comunidad Valenciana,2012,6.047267532242071,atmospheric deposition rate to cropland,kg N / ha,high
1163,ES52,Comunidad Valenciana,2013,6.862256206407977,atmospheric deposition rate to cropland,kg N / ha,high
1164,ES52,Comunidad Valenciana,2014,7.078737680878672,atmospheric deposition rate to cropland,kg N / ha,high
1165,ES52,Comunidad Valenciana,2015,7.330717384070677,atmospheric deposition rate to cropland,kg N / ha,high
1166,ES52,Comunidad Valenciana,2016,7.291923299241391,atmospheric deposition rate to cropland,kg N / ha,high
1167,ES52,Comunidad Valenciana,2017,6.6310695030538,atmospheric deposition rate to cropland,kg N / ha,high
1168,ES52,Comunidad Valenciana,2018,7.189272929037669,atmospheric deposition rate to cropland,kg N / ha,high
1169,ES52,Comunidad Valenciana,2019,5.775326295117781,atmospheric deposition rate to cropland,kg N / ha,high
1170,ES53,Illes Balears,1990,7.707707219754386,atmospheric deposition rate to cropland,kg N / ha,high
